Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:39
Using Version: 1.11
Device: SBE
Start Date: 04/17/2014
Timestamp (s)	Suspect Timestamp	Pressure (dbar)	Velocity (m/s)
1397773752.476	n	14.835	-0.119
1397773752.531	n	14.828	-0.120
1397773752.597	n	14.819	-0.124
1397773752.656	n	14.809	-0.128
1397773752.719	n	14.802	-0.126
1397773752.791	n	14.792	-0.129
1397773752.844	n	14.781	-0.136
1397773752.916	n	14.773	-0.135
1397773752.968	n	14.760	-0.146
1397773753.041	n	14.754	-0.139
1397773753.094	n	14.743	-0.144
1397773753.156	n	14.730	-0.152
1397773753.219	n	14.721	-0.152
1397773753.290	n	14.714	-0.147
1397773753.343	n	14.700	-0.158
1397773753.407	n	14.691	-0.156
1397773753.473	n	14.682	-0.154
1397773753.539	n	14.671	-0.155
1397773753.593	n	14.662	-0.154
1397773753.663	n	14.652	-0.154
1397773753.718	n	14.638	-0.162
1397773753.788	n	14.634	-0.150
1397773753.843	n	14.621	-0.158
1397773753.914	n	14.614	-0.151
1397773753.969	n	14.603	-0.156
1397773754.037	n	14.595	-0.152
1397773754.093	n	14.585	-0.154
1397773754.164	n	14.573	-0.157
1397773754.218	n	14.561	-0.162
1397773754.290	n	14.552	-0.159
1397773754.343	n	14.541	-0.162
1397773754.411	n	14.532	-0.160
1397773754.469	n	14.520	-0.164
1397773754.540	n	14.511	-0.161
1397773754.593	n	14.501	-0.162
1397773754.662	n	14.490	-0.164
1397773754.718	n	14.478	-0.168
1397773754.784	n	14.471	-0.162
1397773754.843	n	14.459	-0.166
1397773754.906	n	14.450	-0.164
1397773754.976	n	14.437	-0.169
1397773755.032	n	14.425	-0.172
1397773755.103	n	14.418	-0.163
1397773755.157	n	14.407	-0.166
1397773755.229	n	14.394	-0.171
1397773755.281	n	14.385	-0.168
1397773755.347	n	14.371	-0.176
1397773755.407	n	14.360	-0.176
1397773755.472	n	14.351	-0.172
1397773755.534	n	14.338	-0.176
1397773755.601	n	14.324	-0.182
1397773755.656	n	14.317	-0.174
1397773755.722	n	14.305	-0.176
1397773755.782	n	14.292	-0.180
1397773755.851	n	14.281	-0.180
1397773755.907	n	14.271	-0.178
1397773755.976	n	14.260	-0.178
1397773756.031	n	14.253	-0.170
1397773756.099	n	14.247	-0.160
1397773756.157	n	14.231	-0.172
1397773756.225	n	14.221	-0.170
1397773756.281	n	14.215	-0.160
1397773756.347	n	14.206	-0.158
1397773756.406	n	14.195	-0.160
1397773756.510	y	14.187	-0.156
1397773756.534	n	14.178	-0.154
1397773756.594	n	14.168	-0.154
1397773756.657	n	14.158	-0.154
1397773756.725	n	14.150	-0.150
1397773756.781	n	14.144	-0.144
1397773756.850	n	14.137	-0.140
1397773756.907	n	14.125	-0.146
1397773756.969	n	14.116	-0.146
1397773757.032	n	14.111	-0.138
1397773757.095	n	14.101	-0.140
1397773757.166	n	14.094	-0.136
1397773757.219	n	14.088	-0.132
1397773757.291	n	14.078	-0.136
1397773757.344	n	14.076	-0.124
1397773757.416	n	14.068	-0.124
1397773757.469	n	14.061	-0.122
1397773757.545	n	14.057	-0.113
1397773757.594	n	14.050	-0.114
1397773757.666	n	14.045	-0.110
1397773757.719	n	14.040	-0.106
1397773757.788	n	14.034	-0.104
1397773757.844	n	14.031	-0.098
1397773757.915	n	14.026	-0.096
1397773757.969	n	14.019	-0.098
1397773758.039	n	14.019	-0.086
1397773758.094	n	14.014	-0.086
1397773758.163	n	14.010	-0.084
1397773758.219	n	14.012	-0.070
1397773758.290	n	14.009	-0.068
1397773758.344	n	14.003	-0.072
1397773758.412	n	14.004	-0.062
1397773758.468	n	13.999	-0.064
1397773758.539	n	13.999	-0.056
1397773758.594	n	13.999	-0.050
1397773758.665	n	13.995	-0.052
1397773758.719	n	13.992	-0.052
1397773758.788	n	13.991	-0.048
1397773758.844	n	13.991	-0.042
1397773758.913	n	13.991	-0.036
1397773758.969	n	13.988	-0.038
1397773759.037	n	13.987	-0.036
1397773759.094	n	13.986	-0.034
1397773759.159	n	13.983	-0.036
1397773759.218	n	13.984	-0.030
1397773759.282	n	13.986	-0.022
1397773759.353	n	13.988	-0.016
1397773759.407	n	13.987	-0.016
1397773759.468	n	13.992	-0.004
1397773759.538	n	13.992	-0.004
1397773759.604	n	13.994	0.000
1397773759.656	n	13.994	0.000
1397773759.729	n	13.995	0.002
1397773759.782	n	13.995	0.002
1397773759.851	n	13.999	0.010
1397773759.907	n	14.003	0.016
1397773759.978	n	14.004	0.016
1397773760.031	n	14.004	0.014
1397773760.094	n	14.008	0.020
1397773760.156	n	14.008	0.018
1397773760.226	n	14.010	0.020
1397773760.281	n	14.011	0.020
1397773760.353	n	14.014	0.024
1397773760.406	n	14.017	0.026
1397773760.475	n	14.021	0.030
1397773760.537	n	14.021	0.026
1397773760.603	n	14.024	0.028
1397773760.656	n	14.025	0.026
1397773760.726	n	14.027	0.026
1397773760.781	n	14.030	0.028
1397773760.850	n	14.036	0.036
1397773760.907	n	14.037	0.034
1397773760.975	n	14.040	0.036
1397773761.031	n	14.039	0.030
1397773761.100	n	14.045	0.038
1397773761.157	n	14.050	0.044
1397773761.222	n	14.050	0.038
1397773761.292	n	14.052	0.038
1397773761.344	n	14.056	0.042
1397773761.410	n	14.058	0.040
1397773761.468	n	14.059	0.036
1397773761.569	y	14.060	0.034
1397773761.594	n	14.060	0.030
1397773761.657	n	14.061	0.028
1397773761.719	n	14.063	0.028
1397773761.791	n	14.064	0.026
1397773761.844	n	14.066	0.026
1397773761.915	n	14.066	0.022
1397773761.969	n	14.067	0.022
1397773762.032	n	14.069	0.024
1397773762.094	n	14.070	0.022
1397773762.163	n	14.069	0.018
1397773762.218	n	14.072	0.022
1397773762.284	n	14.073	0.022
1397773762.344	n	14.072	0.018
1397773762.407	n	14.072	0.016
1397773762.469	n	14.070	0.010
1397773762.545	n	14.072	0.012
1397773762.596	n	14.070	0.006
1397773762.662	n	14.067	0.000
1397773762.719	n	14.071	0.008
1397773762.788	n	14.069	0.002
1397773762.844	n	14.067	-0.002
1397773762.913	n	14.064	-0.008
1397773762.969	n	14.060	-0.016
1397773763.032	n	14.059	-0.016
1397773763.094	n	14.054	-0.024
1397773763.163	n	14.052	-0.026
1397773763.219	n	14.047	-0.032
1397773763.285	n	14.045	-0.032
1397773763.344	n	14.038	-0.042
1397773763.407	n	14.033	-0.046
1397773763.478	n	14.028	-0.050
1397773763.537	n	14.023	-0.054
1397773763.603	n	14.019	-0.056
1397773763.657	n	14.015	-0.058
1397773763.728	n	14.007	-0.066
1397773763.782	n	14.001	-0.070
1397773763.854	n	13.993	-0.078
1397773763.907	n	13.989	-0.076
1397773763.978	n	13.979	-0.086
1397773764.031	n	13.973	-0.088
1397773764.094	n	13.965	-0.094
1397773764.157	n	13.953	-0.106
1397773764.219	n	13.944	-0.110
1397773764.282	n	13.936	-0.112
1397773764.350	n	13.926	-0.118
1397773764.406	n	13.916	-0.124
1397773764.476	n	13.905	-0.130
1397773764.538	n	13.893	-0.138
1397773764.600	n	13.883	-0.140
1397773764.656	n	13.868	-0.152
1397773764.726	n	13.856	-0.158
1397773764.781	n	13.843	-0.164
1397773764.849	n	13.831	-0.168
1397773764.906	n	13.816	-0.178
1397773764.975	n	13.802	-0.184
1397773765.032	n	13.786	-0.194
1397773765.100	n	13.775	-0.192
1397773765.156	n	13.762	-0.194
1397773765.224	n	13.746	-0.202
1397773765.282	n	13.734	-0.200
1397773765.348	n	13.719	-0.206
1397773765.406	n	13.704	-0.210
1397773765.472	n	13.688	-0.216
1397773765.537	n	13.669	-0.228
1397773765.598	n	13.655	-0.228
1397773765.656	n	13.638	-0.234
1397773765.718	n	13.625	-0.230
1397773765.781	n	13.608	-0.236
1397773765.843	n	13.593	-0.236
1397773765.915	n	13.576	-0.239
1397773765.969	n	13.559	-0.244
1397773766.040	n	13.545	-0.241
1397773766.093	n	13.526	-0.250
1397773766.158	n	13.508	-0.254
1397773766.218	n	13.490	-0.258
1397773766.289	n	13.473	-0.259
1397773766.343	n	13.456	-0.262
1397773766.412	n	13.440	-0.262
1397773766.504	y	13.424	-0.262
1397773766.532	n	13.407	-0.264
1397773766.594	n	13.394	-0.258
1397773766.662	n	13.374	-0.265
1397773766.719	n	13.355	-0.270
1397773766.786	n	13.341	-0.263
1397773766.844	n	13.326	-0.262
1397773766.916	n	13.312	-0.257
1397773766.969	n	13.293	-0.264
1397773767.037	n	13.278	-0.261
1397773767.094	n	13.262	-0.262
1397773767.157	n	13.249	-0.256
1397773767.219	n	13.233	-0.256
1397773767.288	n	13.219	-0.251
1397773767.344	n	13.206	-0.246
1397773767.413	n	13.193	-0.241
1397773767.469	n	13.178	-0.242
1397773767.546	n	13.163	-0.240
1397773767.594	n	13.153	-0.232
1397773767.661	n	13.140	-0.229
1397773767.719	n	13.127	-0.228
1397773767.783	n	13.112	-0.230
1397773767.848	n	13.100	-0.226
1397773767.907	n	13.091	-0.216
1397773767.978	n	13.075	-0.221
1397773768.032	n	13.067	-0.210
1397773768.104	n	13.061	-0.195
1397773768.156	n	13.047	-0.200
1397773768.228	n	13.039	-0.191
1397773768.282	n	13.030	-0.186
1397773768.347	n	13.019	-0.184
1397773768.407	n	13.012	-0.176
1397773768.477	n	13.004	-0.169
1397773768.536	n	12.999	-0.158
1397773768.601	n	12.994	-0.148
1397773768.657	n	12.984	-0.150
1397773768.726	n	12.978	-0.144
1397773768.782	n	12.977	-0.128
1397773768.852	n	12.973	-0.120
1397773768.907	n	12.967	-0.118
1397773768.975	n	12.963	-0.112
1397773769.031	n	12.961	-0.102
1397773769.102	n	12.960	-0.092
1397773769.157	n	12.958	-0.084
1397773769.225	n	12.956	-0.078
1397773769.281	n	12.953	-0.074
1397773769.351	n	12.954	-0.062
1397773769.406	n	12.956	-0.050
1397773769.475	n	12.954	-0.048
1397773769.537	n	12.952	-0.046
1397773769.599	n	12.954	-0.036
1397773769.666	n	12.953	-0.034
1397773769.719	n	12.954	-0.028
1397773769.791	n	12.957	-0.018
1397773769.844	n	12.960	-0.010
1397773769.914	n	12.963	-0.002
1397773769.969	n	12.965	0.002
1397773770.038	n	12.968	0.008
1397773770.094	n	12.970	0.010
1397773770.165	n	12.971	0.010
1397773770.219	n	12.973	0.012
1397773770.289	n	12.978	0.020
1397773770.344	n	12.981	0.024
1397773770.413	n	12.983	0.024
1397773770.469	n	12.987	0.028
1397773770.545	n	12.991	0.032
1397773770.596	n	12.995	0.036
1397773770.658	n	13.001	0.044
1397773770.729	n	13.002	0.040
1397773770.782	n	13.004	0.038
1397773770.853	n	13.008	0.042
1397773770.906	n	13.012	0.044
1397773770.977	n	13.017	0.048
1397773771.032	n	13.023	0.054
1397773771.101	n	13.025	0.052
1397773771.156	n	13.029	0.054
1397773771.225	n	13.028	0.046
1397773771.282	n	13.038	0.060
1397773771.353	n	13.042	0.060
1397773771.406	n	13.046	0.060
1397773771.468	y	13.051	0.062
1397773771.532	n	13.054	0.060
1397773771.600	n	13.058	0.060
1397773771.656	n	13.065	0.066
1397773771.719	n	13.070	0.068
1397773771.791	n	13.074	0.068
1397773771.844	n	13.079	0.070
1397773771.916	n	13.080	0.064
1397773771.968	n	13.089	0.074
1397773772.041	n	13.091	0.068
1397773772.095	n	13.097	0.072
1397773772.160	n	13.102	0.072
1397773772.219	n	13.106	0.070
1397773772.290	n	13.107	0.064
1397773772.344	n	13.112	0.066
1397773772.413	n	13.116	0.066
1397773772.469	n	13.122	0.070
1397773772.532	n	13.125	0.068
1397773772.598	n	13.126	0.062
1397773772.665	n	13.134	0.070
1397773772.719	n	13.134	0.062
1397773772.788	n	13.135	0.056
1397773772.844	n	13.137	0.052
1397773772.914	n	13.140	0.052
1397773772.969	n	13.143	0.052
1397773773.037	n	13.145	0.050
1397773773.094	n	13.148	0.050
1397773773.164	n	13.146	0.040
1397773773.219	n	13.149	0.040
1397773773.283	n	13.147	0.030
1397773773.344	n	13.146	0.024
1397773773.413	n	13.142	0.012
1397773773.469	n	13.140	0.006
1397773773.544	n	13.139	0.004
1397773773.596	n	13.141	0.008
1397773773.662	n	13.140	0.004
1397773773.720	n	13.133	-0.010
1397773773.784	n	13.131	-0.012
1397773773.844	n	13.130	-0.012
1397773773.907	n	13.126	-0.018
1397773773.979	n	13.121	-0.026
1397773774.032	n	13.117	-0.030
1397773774.103	n	13.113	-0.034
1397773774.156	n	13.112	-0.032
1397773774.228	n	13.105	-0.042
1397773774.282	n	13.099	-0.048
1397773774.347	n	13.094	-0.052
1397773774.407	n	13.087	-0.060
1397773774.478	n	13.083	-0.060
1397773774.538	n	13.075	-0.068
1397773774.600	n	13.067	-0.076
1397773774.657	n	13.060	-0.080
1397773774.727	n	13.055	-0.080
1397773774.782	n	13.045	-0.090
1397773774.850	n	13.037	-0.094
1397773774.907	n	13.026	-0.104
1397773774.975	n	13.015	-0.114
1397773775.032	n	13.010	-0.110
1397773775.102	n	12.999	-0.118
1397773775.157	n	12.989	-0.124
1397773775.225	n	12.981	-0.124
1397773775.282	n	12.975	-0.120
1397773775.349	n	12.963	-0.130
1397773775.407	n	12.951	-0.138
1397773775.475	n	12.945	-0.132
1397773775.537	n	12.933	-0.140
1397773775.601	n	12.922	-0.144
1397773775.656	n	12.914	-0.142
1397773775.725	n	12.903	-0.146
1397773775.782	n	12.894	-0.146
1397773775.850	n	12.882	-0.152
1397773775.907	n	12.872	-0.154
1397773775.969	n	12.862	-0.154
1397773776.032	n	12.852	-0.154
1397773776.096	n	12.842	-0.154
1397773776.160	n	12.827	-0.164
1397773776.219	n	12.816	-0.166
1397773776.290	n	12.806	-0.165
1397773776.344	n	12.793	-0.172
1397773776.416	n	12.779	-0.177
1397773776.473	y	12.764	-0.185
1397773776.532	n	12.753	-0.183
1397773776.594	n	12.739	-0.189
1397773776.665	n	12.725	-0.193
1397773776.719	n	12.710	-0.200
1397773776.790	n	12.700	-0.195
1397773776.844	n	12.689	-0.194
1397773776.913	n	12.676	-0.195
1397773776.968	n	12.663	-0.198
1397773777.040	n	12.651	-0.197
1397773777.094	n	12.640	-0.196
1397773777.165	n	12.624	-0.203
1397773777.218	n	12.615	-0.196
1397773777.288	n	12.603	-0.195
1397773777.344	n	12.592	-0.194
1397773777.409	n	12.581	-0.191
1397773777.469	n	12.569	-0.192
1397773777.546	n	12.554	-0.196
1397773777.594	n	12.544	-0.194
1397773777.665	n	12.531	-0.195
1397773777.718	n	12.516	-0.202
1397773777.788	n	12.507	-0.193
1397773777.843	n	12.494	-0.196
1397773777.912	n	12.483	-0.193
1397773777.969	n	12.475	-0.186
1397773778.037	n	12.463	-0.185
1397773778.093	n	12.448	-0.192
1397773778.161	n	12.433	-0.197
1397773778.220	n	12.420	-0.200
1397773778.286	n	12.409	-0.198
1397773778.344	n	12.400	-0.192
1397773778.408	n	12.384	-0.200
1397773778.479	n	12.370	-0.203
1397773778.539	n	12.355	-0.207
1397773778.603	n	12.345	-0.201
1397773778.657	n	12.335	-0.196
1397773778.728	n	12.322	-0.197
1397773778.782	n	12.307	-0.204
1397773778.853	n	12.293	-0.205
1397773778.907	n	12.282	-0.202
1397773778.978	n	12.271	-0.197
1397773779.031	n	12.258	-0.200
1397773779.102	n	12.249	-0.193
1397773779.156	n	12.239	-0.190
1397773779.228	n	12.230	-0.183
1397773779.282	n	12.216	-0.190
1397773779.351	n	12.205	-0.188
1397773779.407	n	12.195	-0.184
1397773779.470	n	12.188	-0.176
1397773779.532	n	12.180	-0.170
1397773779.607	n	12.169	-0.169
1397773779.658	n	12.160	-0.166
1397773779.726	n	12.154	-0.158
1397773779.782	n	12.144	-0.158
1397773779.850	n	12.136	-0.154
1397773779.907	n	12.128	-0.150
1397773779.976	n	12.124	-0.140
1397773780.032	n	12.114	-0.142
1397773780.102	n	12.111	-0.130
1397773780.157	n	12.104	-0.128
1397773780.225	n	12.098	-0.124
1397773780.282	n	12.088	-0.128
1397773780.351	n	12.081	-0.126
1397773780.406	n	12.078	-0.116
1397773780.474	n	12.074	-0.110
1397773780.531	n	12.065	-0.114
1397773780.606	n	12.056	-0.117
1397773780.658	n	12.051	-0.114
1397773780.719	n	12.046	-0.110
1397773780.791	n	12.043	-0.102
1397773780.845	n	12.034	-0.108
1397773780.915	n	12.027	-0.108
1397773780.969	n	12.023	-0.102
1397773781.041	n	12.016	-0.104
1397773781.094	n	12.013	-0.098
1397773781.165	n	12.012	-0.088
1397773781.219	n	12.004	-0.094
1397773781.288	n	12.003	-0.084
1397773781.344	n	11.999	-0.082
1397773781.413	n	11.995	-0.080
1397773781.469	n	11.991	-0.078
1397773781.532	y	11.986	-0.078
1397773781.594	n	11.988	-0.064
1397773781.663	n	11.989	-0.054
1397773781.719	n	11.983	-0.060
1397773781.790	n	11.982	-0.054
1397773781.844	n	11.981	-0.050
1397773781.912	n	11.982	-0.042
1397773781.969	n	11.982	-0.036
1397773782.037	n	11.982	-0.032
1397773782.094	n	11.984	-0.024
1397773782.164	n	11.984	-0.022
1397773782.219	n	11.984	-0.020
1397773782.289	n	11.987	-0.012
1397773782.344	n	11.987	-0.010
1397773782.407	n	11.989	-0.004
1397773782.469	n	11.990	-0.002
1397773782.537	n	11.990	-0.002
1397773782.601	n	11.993	0.004
1397773782.663	n	11.992	0.002
1397773782.729	n	11.996	0.010
1397773782.782	n	11.995	0.006
1397773782.853	n	11.997	0.010
1397773782.907	n	11.997	0.008
1397773782.978	n	11.998	0.008
1397773783.032	n	11.999	0.008
1397773783.103	n	11.996	0.000
1397773783.157	n	11.998	0.004
1397773783.228	n	11.999	0.006
1397773783.281	n	11.998	0.004
1397773783.352	n	11.998	0.004
1397773783.407	n	11.997	0.002
1397773783.475	n	12.000	0.008
1397773783.532	n	12.002	0.010
1397773783.608	n	12.006	0.016
1397773783.659	n	12.007	0.016
1397773783.727	n	12.007	0.014
1397773783.782	n	12.009	0.016
1397773783.850	n	12.012	0.020
1397773783.907	n	12.014	0.022
1397773783.974	n	12.012	0.016
1397773784.032	n	12.016	0.022
1397773784.101	n	12.021	0.030
1397773784.157	n	12.019	0.022
1397773784.226	n	12.021	0.024
1397773784.282	n	12.023	0.024
1397773784.345	n	12.024	0.022
1397773784.416	n	12.031	0.034
1397773784.469	n	12.036	0.040
1397773784.541	n	12.033	0.028
1397773784.601	n	12.039	0.036
1397773784.663	n	12.044	0.042
1397773784.719	n	12.041	0.030
1397773784.790	n	12.045	0.034
1397773784.844	n	12.047	0.034
1397773784.913	n	12.051	0.038
1397773784.969	n	12.051	0.034
1397773785.039	n	12.052	0.032
1397773785.094	n	12.051	0.026
1397773785.157	n	12.048	0.016
1397773785.219	n	12.052	0.022
1397773785.289	n	12.053	0.022
1397773785.344	n	12.051	0.016
1397773785.414	n	12.048	0.008
1397773785.470	n	12.045	0.000
1397773785.538	n	12.049	0.008
1397773785.601	n	12.043	-0.006
1397773785.664	n	12.040	-0.012
1397773785.719	n	12.040	-0.010
1397773785.786	n	12.036	-0.016
1397773785.844	n	12.031	-0.024
1397773785.908	n	12.029	-0.026
1397773785.979	n	12.025	-0.030
1397773786.031	n	12.021	-0.034
1397773786.104	n	12.017	-0.038
1397773786.157	n	12.012	-0.044
1397773786.228	n	12.008	-0.046
1397773786.282	n	12.001	-0.054
1397773786.354	n	12.001	-0.048
1397773786.406	n	11.998	-0.048
1397773786.478	n	11.991	-0.056
1397773786.571	y	11.988	-0.056
1397773786.596	n	11.981	-0.064
1397773786.657	n	11.977	-0.064
1397773786.727	n	11.971	-0.068
1397773786.782	n	11.964	-0.074
1397773786.851	n	11.962	-0.068
1397773786.906	n	11.956	-0.072
1397773786.976	n	11.955	-0.066
1397773787.031	n	11.947	-0.074
1397773787.102	n	11.941	-0.076
1397773787.157	n	11.938	-0.072
1397773787.225	n	11.932	-0.076
1397773787.281	n	11.925	-0.080
1397773787.345	n	11.918	-0.084
1397773787.407	n	11.912	-0.086
1397773787.475	n	11.905	-0.090
1397773787.532	n	11.900	-0.088
1397773787.594	n	11.894	-0.090
1397773787.662	n	11.882	-0.102
1397773787.727	n	11.874	-0.106
1397773787.782	n	11.869	-0.102
1397773787.850	n	11.858	-0.112
1397773787.907	n	11.847	-0.120
1397773787.975	n	11.840	-0.120
1397773788.031	n	11.831	-0.124
1397773788.099	n	11.823	-0.124
1397773788.156	n	11.810	-0.134
1397773788.221	n	11.803	-0.132
1397773788.281	n	11.791	-0.140
1397773788.344	n	11.781	-0.142
1397773788.416	n	11.772	-0.141
1397773788.469	n	11.762	-0.144
1397773788.541	n	11.748	-0.153
1397773788.600	n	11.738	-0.154
1397773788.666	n	11.729	-0.151
1397773788.719	n	11.720	-0.152
1397773788.790	n	11.709	-0.155
1397773788.844	n	11.698	-0.158
1397773788.915	n	11.688	-0.157
1397773788.968	n	11.679	-0.156
1397773789.041	n	11.670	-0.153
1397773789.094	n	11.658	-0.158
1397773789.156	n	11.648	-0.158
1397773789.219	n	11.636	-0.162
1397773789.288	n	11.627	-0.160
1397773789.344	n	11.615	-0.164
1397773789.416	n	11.608	-0.157
1397773789.469	n	11.595	-0.164
1397773789.537	n	11.586	-0.162
1397773789.601	n	11.573	-0.168
1397773789.663	n	11.560	-0.174
1397773789.719	n	11.547	-0.178
1397773789.791	n	11.536	-0.177
1397773789.843	n	11.526	-0.176
1397773789.913	n	11.512	-0.182
1397773789.968	n	11.501	-0.182
1397773790.038	n	11.488	-0.186
1397773790.094	n	11.471	-0.196
1397773790.162	n	11.456	-0.202
1397773790.218	n	11.444	-0.200
1397773790.287	n	11.430	-0.204
1397773790.344	n	11.414	-0.210
1397773790.407	n	11.401	-0.210
1397773790.470	n	11.386	-0.214
1397773790.533	n	11.371	-0.218
1397773790.599	n	11.359	-0.214
1397773790.661	n	11.342	-0.222
1397773790.728	n	11.335	-0.207
1397773790.782	n	11.320	-0.212
1397773790.854	n	11.307	-0.211
1397773790.907	n	11.297	-0.206
1397773790.970	n	11.285	-0.204
1397773791.032	n	11.269	-0.210
1397773791.104	n	11.260	-0.201
1397773791.157	n	11.243	-0.210
1397773791.227	n	11.233	-0.203
1397773791.282	n	11.221	-0.202
1397773791.350	n	11.211	-0.196
1397773791.437	y	11.201	-0.192
1397773791.469	n	11.186	-0.198
1397773791.532	n	11.175	-0.196
1397773791.602	n	11.166	-0.189
1397773791.663	n	11.153	-0.191
1397773791.725	n	11.144	-0.185
1397773791.782	n	11.134	-0.182
1397773791.846	n	11.123	-0.182
1397773791.907	n	11.111	-0.184
1397773791.969	n	11.105	-0.174
1397773792.032	n	11.096	-0.170
1397773792.101	n	11.085	-0.169
1397773792.157	n	11.077	-0.164
1397773792.227	n	11.066	-0.165
1397773792.282	n	11.059	-0.160
